unit  language  isced11  geo\time  2019  2018  2017  2016  2015  2014  2013  2012
NR  TOTAL  ED3  SK  278012  286804  291007  308465  326190  346870  383922 :
NR  TOTAL  ED34  AT  179028  178212  178300  182687  185539  184817  180481  176950
NR  TOTAL  ED34  BE  531121  528556  525812  527983  512228  510540  501085 :
NR  TOTAL  ED34  BE_FRA  226221  227282  226770  229043  224956  222064  210888 :
NR  TOTAL  ED34  BE_VLA  304900  301274  299042  298940  287272  288476  290197 :
NR  TOTAL  ED34  BG  232798  233446  228418  228926  232494  232177  235250 :
NR  TOTAL  ED34  CY  32656  33439  38455  44522  46112  47935  51134 :
NR  TOTAL  ED34  CZ  208394  207944  207123  205974  206872  210175  219213 :
NR  TOTAL  ED34  DE  1831827.9  1856569  1993145.7  1973295.3  1977854.9  1835364.4  1847131.2  2020485.1
NR  TOTAL  ED34  DK  243322  250428  250633  249159  263527  263527  260208  222443
NR  TOTAL  ED34  EE  60351  58983  57464  57918  58607  60705  62815 :
NR  TOTAL  ED34  EL  239145  245839  243813  239650  226799  244525  248228 :
NR  TOTAL  ED34  ES  1346250  1341478  1340008  1342473  1307751  1280549  1330324 :
NR  TOTAL  ED34  EU27_2020  13829860.5  13900949  13968379.7  13870527.3  13805813  13585946.4  13578925.2 :
NR  TOTAL  ED34  EU28  14585273.1  14633631.7  14742577.7 : : : : :
NR  TOTAL  ED34  FI  252745  254064  253321  258286  259822  265709  270552 :
NR  TOTAL  ED34  FR  3398993  3420674  3359620  3246747  3132072  3052136  2995901 :
NR  TOTAL  ED34  HR  90583  93861  97207  100205  103106  104977  104728  103575
NR  TOTAL  ED34  HU  370755  403254  432273  478349  490273  509267  521991  530205
NR  TOTAL  ED34  IE  161004  161322  162472  159551  157375  138928  135207  90195
NR  TOTAL  ED34  IS  24071  26250  25643  25974  27039  27205  28614 :
NR  TOTAL  ED34  IT  1903588  1865580  1790472  1744752  1721529  1648540  1508631 :
NR  TOTAL  ED34  LI  1026  1052  1129  1114  1154  1151 : :
NR  TOTAL  ED34  LT  63948  68694  72154  74812  82111  88682  93142 :
NR  TOTAL  ED34  LU  21075  20742  21185  21106  21290  21298  21772 :
NR  TOTAL  ED34  LV  70903  71378  71862  71428  71937  77072  84014  95028
NR  TOTAL  ED34  MK  112563  110900  115999  123730  129233  132287 : :
NR  TOTAL  ED34  MT  22043.6  22215  22484  23868  26667  26470  27388 :
NR  TOTAL  ED34  NL  468888  468774  462180  429446  420831  414675  412924 :
NR  TOTAL  ED34  NO  115874  119066  120167  116061  117429  125607  120016 :
NR  TOTAL  ED34  PL  1034616  1042933  1080674  1124070  1176216  1237772  1321394 :
NR  TOTAL  ED34  PT  153396  153287  156833  156098  154422  150576  145390  145783
NR  TOTAL  ED34  RO  635127  641145  648050  654344  684625  693393  685983  689122
NR  TOTAL  ED34  RS :  124779  125790  127178  129157  121187  121541 :
NR  TOTAL  ED34  SE  105977  102307  101015  99056  102906  96034  108119 :
NR  TOTAL  ED34  SI  51764  54599  54738  54054  57890  60238  63285 :
NR  TOTAL  ED34  SK  119562  121226  118668  121768  124957  129865  142635 :
NR  TOTAL  ED34  UK  755412.6  732682.7  774198  783950 : : : :
NR  TOTAL  ED35  AT  256326  256278  257634  259825  287995  293450  307924  316182
NR  TOTAL  ED35  BE  351648  337956  339706  333482  333552  364119  338255 :
NR  TOTAL  ED35  BE_FRA  95132  84002  81267  70351  69372  68596  68376 :
NR  TOTAL  ED35  BE_VLA  256516  253954  258439  263131  264180  295523  269879 :
NR  TOTAL  ED35  BG  186805  196187  186298  194129  196876  194508  201103 :
NR  TOTAL  ED35  CY  5945  5431  5432  5959  5642  5603  5349 :
NR  TOTAL  ED35  CZ  356293  357711  361484  364397  374711  390632  417116 :
NR  TOTAL  ED35  DE  471528.8  462008.2  454081.7  471563  477192.5  479298.7  463636.2  481913.7
NR  TOTAL  ED35  DK  16717  18561  21988  28862  34185  34185  35072  36161
NR  TOTAL  ED35  EE  7913  9839  11177  12467  15692  17671  22457 :
NR  TOTAL  ED35  EL  74385  66630  67726  68165  50967  59325  61864 :
NR  TOTAL  ED35  ES  155315  155833  156432  142894  105063  62815  66112 :
NR  TOTAL  ED35  EU27_2020  8269490.1  8351148.2  8459287.7  8435458  8540996  8189539.7  8817057.2 :
NR  TOTAL  ED35  FI  242930  217173  229329  223279  243366  246290  252827 :
NR  TOTAL  ED35  FR  957377  971541  979817  977565  967694  977701  964880 :
NR  TOTAL  ED35  HR  125814  130516  134980  142701  152984  156865  160898  160821
NR  TOTAL  ED35  HU  173341  148957  124945  80097  81975  88629  100549  105815
NR  TOTAL  ED35  IE : : : : : :  :  40951
NR  TOTAL  ED35  IS  1823  2330  3167  3523  4389  4364  4763 :
NR  TOTAL  ED35  IT  2069144  2153565  2212881  2207771  2204215  2161132  2166897 :
NR  TOTAL  ED35  LI  0  :  :  :  :  : : :
NR  TOTAL  ED35  LT  12105  14594  16878  18872  19708  20399  22380 :
NR  TOTAL  ED35  LU  31624  30785  30819  30025  29077  28881  28283 :
NR  TOTAL  ED35  LV  35335  29832  30854  31853  32710  37020  25500  35432
NR  TOTAL  ED35  MK  :  :  :  :  :  : : :
NR  TOTAL  ED35  MT  5187.2  5420  5099  5572  5072  2308  2276 :
NR  TOTAL  ED35  NL  419200  421416  435832  409427  418037 :  414479 :
NR  TOTAL  ED35  NO  58682  57365  61262  64689  65106  70797  69985 :
NR  TOTAL  ED35  PL  1123717  1123631  1140601  1153857  1176529  1182885  1218610 :
NR  TOTAL  ED35  PT  128648  154806  158014  156032  166101  165385  171847  171651
NR  TOTAL  ED35  RO  796635  804973  812903  819289  856203  897044  1001454  1089569
NR  TOTAL  ED35  RS :  202949  205448  208979  224760  233245  242207 :
NR  TOTAL  ED35  SE  27639  27192  28116  28785  31077  28717  46965 :
NR  TOTAL  ED35  SI  79468  84735  83922  84951  76062  77672  79037 :
NR  TOTAL  ED35  SK  158450  165578  172339  186697  201233  217005  241287 :
NR  UNK  ED1  AT  20  16  0  0  0  0  0  0
NR  UNK  ED1  BE  0  0  0  0  0  0  0 :
NR  UNK  ED1  BE_FRA  :  :  :  :  :  :  : :
NR  UNK  ED1  BE_VLA  0  0  0  0  0  0  0 :
NR  UNK  ED1  BG  0  0  0  0  1247  982  0 :
NR  UNK  ED1  CY  0  0  0  0  0  0  0 :
NR  UNK  ED1  CZ  0  0  0  0  0  0  0 :
NR  UNK  ED1  DE  0  0  0  0  0  0  0  0
NR  UNK  ED1  DK  136780  :  :  0  0  0  0  0
NR  UNK  ED1  EE  0  0  0  0  0  0  0 :
NR  UNK  ED1  EL  0  0  0  0  :  :  : :
NR  UNK  ED1  ES  1090  1423  0  0  0  0  0 :
NR  UNK  ED1  EU27_2020  137890  138082  0  0  1247  982  0 :
NR  UNK  ED1  EU28 :  212413.8 : : : : : :
NR  UNK  ED1  FI  :  :  :  0  :  0  0 :
NR  UNK  ED1  FR  0  0  0  0  0  0  0 :
NR  UNK  ED1  HR  0  0  0  0  0  0  0  0
NR  UNK  ED1  HU  0  0  0  0  0  0  0  0
NR  UNK  ED1  IE  :  :  :  :  :  : :  0
NR  UNK  ED1  IS  0  0  0  0  0  0  0 :
NR  UNK  ED1  IT  0  0  0  0  0  0  0 :
NR  UNK  ED1  LI  0  0  0  0  0  0 : :
NR  UNK  ED1  LT  0  0  0  0  0  0  0 :
NR  UNK  ED1  LU  0  0  0  0  0  0  0 :
NR  UNK  ED1  LV  0  0  0  0  0  0  0  0
NR  UNK  ED1  MK  0  0  0  0  0  0  0 :
NR  UNK  ED1  MT  0  0  0  0  0  0  0 :
NR  UNK  ED1  NL  :  :  0  :  : :  0 :
NR  UNK  ED1  NO  0  0  0  0  0  0  0 :
NR  UNK  ED1  PL  0  0  0  0  0  0  0 :
NR  UNK  ED1  PT  0  0  0  0  0  0  0  0
NR  UNK  ED1  RO  0  0  0  0  0  0  0  0
NR  UNK  ED1  RS :  0  0  0  0  0  0 :
NR  UNK  ED1  SE  0  0  0  0  0  0  0 :
NR  UNK  ED1  SI  0  0  0  0  0  0  0 :
NR  UNK  ED1  SK  0  0  0  0  0  0  0 :
NR  UNK  ED2  AT  14  7  0  0  0  0  0  0
NR  UNK  ED2  BE  0  0  0  0  0  0  0 :
NR  UNK  ED2  BE_FRA  :  :  :  :  :  :  : :
NR  UNK  ED2  BE_VLA  0  0  0  0  0  0  0 :
NR  UNK  ED2  BG  0  0  0  0  722  618  0 :
NR  UNK  ED2  CY  0  0  0  0  0  0  0 :
NR  UNK  ED2  CZ  0  0  0  0  0  0  0 :
NR  UNK  ED2  DE  0  0  0  0  0  0  0  0
NR  UNK  ED2  DK  :  :  :  0  0  0  0  0
NR  UNK  ED2  EE  0  0  0  0  0  0  0 :
NR  UNK  ED2  EL  0  0  0  0  :  :  : :
NR  UNK  ED2  ES  613  310  0  0  0  8775  0 :
NR  UNK  ED2  EU27_2020  44775  2351  1949  1963  2669  11394  1925 :
NR  UNK  ED2  EU28 :  37896 : : : : : :
NR  UNK  ED2  FI  :  :  :  0  :  0  0 :
NR  UNK  ED2  FR  0  0  0  0  0  0  0 :
NR  UNK  ED2  HR  0  0  0  0  0  0  0  0
NR  UNK  ED2  HU  0  0  0  0  0  0  0  0
NR  UNK  ED2  IE  0  0  0  0  0  0  0  0
NR  UNK  ED2  IS  0  0  0  0  0  0  0 :
NR  UNK  ED2  IT  42128  0  0  0  0  0  0 :
NR  UNK  ED2  LI  0  0  0  0  0  0 : :
NR  UNK  ED2  LT  0  0  0  0  0  0  0 :
NR  UNK  ED2  LU  0  0  0  0  0  0  0 :
NR  UNK  ED2  LV  0  0  0  0  0  0  0  0
NR  UNK  ED2  MK  0  0  0  0  0  0  0 :
NR  UNK  ED2  MT  0  0  0  0  0  0  0 :
NR  UNK  ED2  NL  2020  2034  1949  1963  1947  2001  1925 :
NR  UNK  ED2  NO  0  0  0  0  0  0  0 :
NR  UNK  ED2  PL  0  0  0  0  0  0  0 :
NR  UNK  ED2  PT  0  0  0  0  0  0  0  0
NR  UNK  ED2  RO  0  0  0  0  0  0  0  0
NR  UNK  ED2  RS :  0  0  0  0  0  0 :
NR  UNK  ED2  SE  0  0  0  0  0  0  0 :
NR  UNK  ED2  SI  0  0  0  0  0  0  0 :
NR  UNK  ED2  SK  0  0  0  0  0  0  0 :
NR  UNK  ED3  AT  315  188  0  0  0  0  0  0
NR  UNK  ED3  BE  0  0  0  0  0  0  0 :
NR  UNK  ED3  BE_FRA  :  :  :  :  :  :  : :
NR  UNK  ED3  BE_VLA  0  0  0  0  0  0  0 :
NR  UNK  ED3  BG  0  0  0  0  3400  3409  0 :
NR  UNK  ED3  CY  0  0  0  0  0  0  0 :
NR  UNK  ED3  CZ  0  0  0  0  0  0  0 :
NR  UNK  ED3  DE  0  0  0  0  0  0  0  0
NR  UNK  ED3  DK  116  226  318  471  1626  1626  1668  1720
NR  UNK  ED3  EE  0  0  0  0  0  0  0 :
NR  UNK  ED3  EL  0  0  0  0  :  :  : :
NR  UNK  ED3  ES  191  216  0  0  0  0  0 :
NR  UNK  ED3  EU27_2020  42635  65311  97657  101789  112676  115753  117446 :
NR  UNK  ED3  EU28 :  65311 : : : : : :
NR  UNK  ED3  FI  :  :  :  0  :  0  0 :
NR  UNK  ED3  FR  0  0  0  0  0  0  0 :
NR  UNK  ED3  HR  0  0  0  0  0  0  0  0
NR  UNK  ED3  HU  0  0  0  0  0  0  0  0
NR  UNK  ED3  IE : : : : : :  0  0
NR  UNK  ED3  IS  0  0  0  0  0  0  0 :
NR  UNK  ED3  IT  0  0  0  0  0  0  0 :
NR  UNK  ED3  LI  0  0  0  0  0  0 : :
NR  UNK  ED3  LT  0  0  0  0  0  0  0 :
NR  UNK  ED3  LU  0  0  0  0  0  0  0 :
NR  UNK  ED3  LV  0  0  0  0  0  0  0  0
NR  UNK  ED3  MK  0  0  0  0  0  0  0 :
NR  UNK  ED3  MT  0  0  0  0  0  0  0 :
NR  UNK  ED3  NL  42013  64681  97339  101318  107637  110708  115778 :
NR  UNK  ED3  NO  0  0  0  0  0  0  0 :
NR  UNK  ED3  PL  0  0  0  0  0  0  0 :
NR  UNK  ED3  PT  0  0  0  0  0  0  0  0
NR  UNK  ED3  RO  0  0  0  0  0  0  0  0
NR  UNK  ED3  RS :  0  924  0  0  0 : :
NR  UNK  ED3  SE  0  0  0  0  13  10  0 :
NR  UNK  ED3  SI  0  0  0  0  0  0  0 :
NR  UNK  ED3  SK  0  0  0  0  0  0  0 :
NR  UNK  ED34  AT  3  4  0  0  0  0  0  0
NR  UNK  ED34  BE  0  0  0  0  0  0  0 :
NR  UNK  ED34  BE_FRA  :  :  :  :  :  :  : :
NR  UNK  ED34  BE_VLA  0  0  0  0  0  0  0 :
NR  UNK  ED34  BG  0  0  0  0  2465  2805  0 :
NR  UNK  ED34  CY  0  0  0  0  0  0  0 :
NR  UNK  ED34  CZ  0  0  0  0  0  0  0 :
NR  UNK  ED34  DE  0  0  0  0  0  0  0  0
NR  UNK  ED34  DK  :  0  0  0  0  0  0  0
NR  UNK  ED34  EE  0  0  0  0  0  0  0 :
NR  UNK  ED34  EL  0  0  0  0  :  :  : :
NR  UNK  ED34  ES  191  216  0  0  0  0  0 :
NR  UNK  ED34  EU27_2020  834  866  564  396  2974  3271  456 :
NR  UNK  ED34  EU28  834  866  564 : : : : :
NR  UNK  ED34  FI  :  :  :  0  :  0  0 :
NR  UNK  ED34  FR  0  0  0  0  0  0  0 :
NR  UNK  ED34  HR  0  0  0  0  0  0  0  0
NR  UNK  ED34  HU  0  0  0  0  0  0  0  0
NR  UNK  ED34  IE  0  0  0  0  0  0  0  0
NR  UNK  ED34  IS  0  0  0  0  0  0  0 :
NR  UNK  ED34  IT  0  0  0  0  0  0  0 :
NR  UNK  ED34  LI  0  0  0  0  0  0 : :
NR  UNK  ED34  LT  0  0  0  0  0  0  0 :
NR  UNK  ED34  LU  0  0  0  0  0  0  0 :
NR  UNK  ED34  LV  0  0  0  0  0  0  0  0
NR  UNK  ED34  MK  0  0  0  0  0  0 : :
NR  UNK  ED34  MT  0  0  0  0  0  0  0 :
NR  UNK  ED34  NL  640  646  564  396  504  458  456 :
NR  UNK  ED34  NO  0  0  0  0  0  0  0 :
NR  UNK  ED34  PL  0  0  0  0  0  0  0 :
NR  UNK  ED34  PT  0  0  0  0  0  0  0  0
NR  UNK  ED34  RO  0  0  0  0  0  0  0  0
NR  UNK  ED34  RS :  0  708  0  0  0  0 :
NR  UNK  ED34  SE  0  0  0  0  5  8  0 :
NR  UNK  ED34  SI  0  0  0  0  0  0  0 :
NR  UNK  ED34  SK  0  0  0  0  0  0  0 :
NR  UNK  ED34  UK  0  0  0  71746 : : : :
NR  UNK  ED35  AT  312  184  0  0  0  0  0  0
NR  UNK  ED35  BE  0  0  0  0  0  0  0 :
NR  UNK  ED35  BE_FRA  :  :  :  :  :  :  : :
NR  UNK  ED35  BE_VLA  0  0  0  0  0  0  0 :
NR  UNK  ED35  BG  0  0  0  0  935  604  0 :
NR  UNK  ED35  CY  0  0  0  0  0  0  0 :
NR  UNK  ED35  CZ  0  0  0  0  0  0  0 :
NR  UNK  ED35  DE  0  0  0  0  0  0  0  0
NR  UNK  ED35  DK  116  226  318  471  1626  1626  1668  1720
NR  UNK  ED35  EE  0  0  0  0  0  0  0 :
NR  UNK  ED35  EL  0  0  0  0  :  :  : :
NR  UNK  ED35  ES  0  0  0  0  0  0  0 :
NR  UNK  ED35  EU27_2020  41801  64445  97093  101393  109702  112482  116990 :
NR  UNK  ED35  FI  :  :  :  0  :  0  0 :
NR  UNK  ED35  FR  0  0  0  0  0  0  0 :
NR  UNK  ED35  HR  0  0  0  0  0  0  0  0
NR  UNK  ED35  HU  0  0  0  0  0  0  0  0
NR  UNK  ED35  IE : : : : : :  :  0
NR  UNK  ED35  IS  0  0  0  0  0  0  0 :
NR  UNK  ED35  IT  0  0  0  0  0  0  0 :
NR  UNK  ED35  LI  0  :  :  :  :  : : :
NR  UNK  ED35  LT  0  0  0  0  0  0  0 :
NR  UNK  ED35  LU  0  0  0  0  0  0  0 :
NR  UNK  ED35  LV  0  0  0  0  0  0  0  0
NR  UNK  ED35  MK  0  0  0  0  0  0 : :
NR  UNK  ED35  MT  0  0  0  0  0  0  0 :
NR  UNK  ED35  NL  41373  64035  96775  100922  107133  110250  115322 :
NR  UNK  ED35  NO  0  0  0  0  0  0  0 :
NR  UNK  ED35  PL  0  0  0  0  0  0  0 :
NR  UNK  ED35  PT  0  0  0  0  0  0  0  0
NR  UNK  ED35  RO  0  0  0  0  0  0  0  0
NR  UNK  ED35  RS :  0  216  0  0  0  0 :
NR  UNK  ED35  SE  0  0  0  0  8  2  0 :
NR  UNK  ED35  SI  0  0  0  0  0  0  0 :
NR  UNK  ED35  SK  0  0  0  0  0  0  0 :
PC  ARA  ED1  AT  0  0  0  0  0.1  0  0  0.1
PC  ARA  ED1  BE  0  0  0  0  0  0  0 :
PC  ARA  ED1  BE_FRA  :  :  :  :  :  :  : :
PC  ARA  ED1  BE_VLA  0  0  0  0  0  0  0 :
PC  ARA  ED1  BG  0  0  0  0  0  0  0 :
PC  ARA  ED1  CY  0  0  0  0  0  0  0.1 :
PC  ARA  ED1  CZ  0  0  0  0  0  0  0 :
PC  ARA  ED1  DE  0  0  0  0  0  0  0  0
PC  ARA  ED1  DK  :  :  :  : :  :  :  0
PC  ARA  ED1  EE  0  0  0  0  0  0  0 :
PC  ARA  ED1  EL  :  :  :  :  :  :  : :
PC  ARA  ED1  ES  0  0  0  0  0  0  0 :
PC  ARA  ED1  EU27_2020  0  0  0  0  0 : : :
PC  ARA  ED1  EU28 :  0  0 : : : : :
PC  ARA  ED1  FI  :  :  : : : : : :
PC  ARA  ED1  FR  0  0  0  0  0  0  0 :
PC  ARA  ED1  HR  0  0  0  0  0  0  0  0
PC  ARA  ED1  HU  0  0  0  0  0.1  0  0  0
PC  ARA  ED1  IE  :  :  :  :  :  : :  0
PC  ARA  ED1  IS  0  0  0  0  0  0  0 :
PC  ARA  ED1  IT  0  0  0  0  0  0  0 :
PC  ARA  ED1  LI  0  0  0  0  0  0 : :
PC  ARA  ED1  LT  0  0  0  0  0  0  0 :
PC  ARA  ED1  LU  0  0  0  0  0  0  0 :
PC  ARA  ED1  LV  0  0  0  0  0  0  0  0
PC  ARA  ED1  MK  0  0  0  0  0  0  0 :
PC  ARA  ED1  MT  0.4  0.5  0.7  0.8  1.1  0.7  0.6 :
PC  ARA  ED1  NL  :  :  :  :  : :  0 :
PC  ARA  ED1  NO  0  0  0  0  0  0  0 :
PC  ARA  ED1  PL  0  0  0.1  0  0.1 : : :
PC  ARA  ED1  PT  0  0  0  0  0  0  0  0
PC  ARA  ED1  RO  0  0  0  0  0  0  0  0
PC  ARA  ED1  RS : :  0 : : : : :
PC  ARA  ED1  SE  0  0  0  0.1  0  0  0 :
PC  ARA  ED1  SI  0  0  0  0  0  0  0 :
PC  ARA  ED1  SK  0  0  0  0  0  0  0 :
PC  ARA  ED2  AT  0  0  0  0  0.1  0  0  0
PC  ARA  ED2  BE  0  0  0  0  0  0  0 :
PC  ARA  ED2  BE_FRA  :  :  :  :  :  :  : :
PC  ARA  ED2  BE_VLA  0  0  0  0  0  0  0 :
PC  ARA  ED2  BG  0  0  0  0  0  0  0 :
PC  ARA  ED2  CY  0  0  0  0  0  0  0 :
PC  ARA  ED2  CZ  0  0  0  0  0  0  0 :
PC  ARA  ED2  DE  0  0  0  0  0  0  0  0
PC  ARA  ED2  DK  :  :  :  : :  :  :  0
PC  ARA  ED2  EE  0  0  0  0  0  0  0 :
PC  ARA  ED2  EL  :  :  :  :  :  :  : :
PC  ARA  ED2  ES  0  0  0  0  0  0  0 :
PC  ARA  ED2  EU27_2020  0.1  0  0  0  0 : : :
PC  ARA  ED2  EU28 :  0  0 : : : : :
PC  ARA  ED2  FI  :  :  : : : : : :
PC  ARA  ED2  FR  0.2  0.2  0.2  0.1  0.1  0.1  0.1 :
PC  ARA  ED2  HR  0  0  0  0  0  0  0  0
PC  ARA  ED2  HU  0  0  0  0  0.1  0  0  0
PC  ARA  ED2  IE  0  0  0  0  0  0  0  0
PC  ARA  ED2  IS  0  0  0  0  0  0  0 :
PC  ARA  ED2  IT  0  0  0  0  0  0  0 :
PC  ARA  ED2  LI  0  0  0  0  0  0 : :
PC  ARA  ED2  LT  0  0  0  0  0  0  0 :
PC  ARA  ED2  LU  0  0  0  0  0  0  0 :
PC  ARA  ED2  LV  0  0  0  0  0  0  0  0
PC  ARA  ED2  MK  0  0  0  0  0  0  0 :
PC  ARA  ED2  MT  0.5  0.6  1.1  1.1  1  1  0.7 :
PC  ARA  ED2  NL  :  :  : :  :  :  0 :
PC  ARA  ED2  NO  0  0  0  0  0  0  0 :
PC  ARA  ED2  PL  0  0.1  0  0  0 : : :
PC  ARA  ED2  PT  0  0  0  0  0  0  0  0
PC  ARA  ED2  RO  0  0  0  0  0  0  0  0
PC  ARA  ED2  RS : :  0 : : : : :
PC  ARA  ED2  SE  0.1  0.1  0  0  0  0  0 :
PC  ARA  ED2  SI  0  0  0  0  0  0  0 :
PC  ARA  ED2  SK  0  0  0  0  0  0  0 :
PC  ARA  ED3  AT  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1
PC  ARA  ED3  BE  0  0  0  0  0  0  0 :
PC  ARA  ED3  BE_FRA  :  :  :  :  :  :  : :
PC  ARA  ED3  BE_VLA  0  0  0  0  0  0  0 :
PC  ARA  ED3  BG  0  0  0  0  0  0  0 :
PC  ARA  ED3  CY  0  0  0  0  0  0  0 :
PC  ARA  ED3  CZ  0  0  0  0  0  0  0 :
PC  ARA  ED3  DE  0  0  0  0  0  0  0  0
PC  ARA  ED3  DK  0.1  0.2  0.2  0.1  0.1  0.1  0.1  0
PC  ARA  ED3  EE  0  0  0  0  0  0  0 :
PC  ARA  ED3  EL  :  :  :  :  :  :  : :
PC  ARA  ED3  ES  0  0  0  0  0  0  0 :
PC  ARA  ED3  EU27_2020  0.1  0.1  0.1  0.1  0.1 : : :
PC  ARA  ED3  EU28 :  0.1  0.1 : : : : :
PC  ARA  ED3  FI  :  :  : : : : : :
PC  ARA  ED3  FR  0.4  0.4  0.3  0.3  0.3  0.2  0.2 :
PC  ARA  ED3  HR  0  0  0  0  0  0  0  0
PC  ARA  ED3  HU  0  0  0  0  0  0  0  0
PC  ARA  ED3  IE : : : : : :  0.2  0.1
PC  ARA  ED3  IS  0  0  0  0  0  0  0.1 :
PC  ARA  ED3  IT  0  0  0  0  0  0  0 :
PC  ARA  ED3  LI  0  0  0  0  0  0 : :
PC  ARA  ED3  LT  0  0  0  0  0  0  0 :
PC  ARA  ED3  LU  0  0  0  0  0  0  0 :
PC  ARA  ED3  LV  0  0  0  0  0  0  0  0
PC  ARA  ED3  MK  0  0  0  :  :  0  0 :
PC  ARA  ED3  MT  0.3  0.3  0.5  0.4  0.3  0.3  0.4 :
PC  ARA  ED3  NL  :  :  : :  :  :  0 :
PC  ARA  ED3  NO  0  0  0  0  0  0  0 :
PC  ARA  ED3  PL  0.1  0.1  0.1  0  0 : : :
PC  ARA  ED3  PT  0  0  0  0  0  0  0  0
PC  ARA  ED3  RO  0  0  0  0  0  0  0  0
PC  ARA  ED3  SE  0.9  0.8  0.7  0.7  0.6  0.6  1.2 :
PC  ARA  ED3  SI  0  0  0  0  0  0  0 :
PC  ARA  ED3  SK  0  0  0  0  0  0  0 :
PC  ARA  ED34  AT  0.1  0.1  0.1  0.1  0.1  0.2  0.2  0.1
PC  ARA  ED34  BE  0  0  0  0  0  0  0 :
PC  ARA  ED34  BE_FRA  :  :  :  :  :  :  : :
PC  ARA  ED34  BE_VLA  0  0  0  0  0  0  0 :
PC  ARA  ED34  BG  0  0  0  0  0  0  0 :
PC  ARA  ED34  CY  0  0  0  0  0  0  0 :
PC  ARA  ED34  CZ  0  0  0  0  0  0  0 :
PC  ARA  ED34  DE  0  0  0  0  0  0  0  0
PC  ARA  ED34  DK  0.1  0.3  0.3  0.2  0.2  0.2  0.2  0
PC  ARA  ED34  EE  0  0  0  0  0  0  0 :
PC  ARA  ED34  EL  :  :  :  :  :  :  : :
PC  ARA  ED34  ES  0  0  0  0  0  0  0 :
PC  ARA  ED34  EU27_2020  0.1  0.1  0.1  0.1  0.1 : : :
PC  ARA  ED34  EU28  0.2  0.2  0.2 : : : : :
PC  ARA  ED34  FI  :  :  : : : : : :
PC  ARA  ED34  FR  0.5  0.5  0.5  0.4  0.4  0.3  0.3 :
PC  ARA  ED34  HR  0  0  0  0  0  0  0  0
PC  ARA  ED34  HU  0  0  0  0  0  0  0  0
PC  ARA  ED34  IE  0.1  0.1  0  0  0  0.4  0.2  0.1
PC  ARA  ED34  IS  0  0  0  0  0  0  0.1 :
PC  ARA  ED34  IT  0.1  0  0  0  0  0  0.1 :
PC  ARA  ED34  LI  0  0  0  0  0  0 : :
PC  ARA  ED34  LT  0  0  0  0  0  0  0 :
PC  ARA  ED34  LU  0  0  0  0  0  0  0 :
PC  ARA  ED34  LV  0  0  0  0  0  0  0  0
PC  ARA  ED34  MK  0  0  0  0  0  0 : :
PC  ARA  ED34  MT  0.4  0.4  0.6  0.5  0.4  0.4  0.5 :
PC  ARA  ED34  NL  :  :  : :  :  :  0 :
PC  ARA  ED34  NO  0  0  0  0  0  0  0 :
PC  ARA  ED34  PL  0.2  0  0.1  0  0 : : :
PC  ARA  ED34  PT  0  0  0  0  0  0  0  0
PC  ARA  ED34  RO  0  0  0  0  0  0  0  0
PC  ARA  ED34  SE  1.2  1.1  0.9  0.9  0.8  0.7  1.7 :
PC  ARA  ED34  SI  0  0  0  0  0  0  0 :
PC  ARA  ED34  SK  0  0  0  0  0  0  0 :
PC  ARA  ED34  UK  0.5  0.5  0.6  0.3 : : : :
PC  ARA  ED35  AT  0.1  0  0.1  0.1  0.1  0.1  0  0
PC  ARA  ED35  BE  0  0  0  0  0  0  0 :
PC  ARA  ED35  BE_FRA  :  :  :  :  :  :  : :
PC  ARA  ED35  BE_VLA  0  0  0  0  0  0  0 :
PC  ARA  ED35  BG  0  0  0  0  0  0  0 :
PC  ARA  ED35  CY  0  0  0  0  0  0  0 :
PC  ARA  ED35  CZ  0  0  0  0  0  0  0 :
PC  ARA  ED35  DE  0  0  0  0  0  0  0  0
PC  ARA  ED35  DK  :  :  :  : :  :  :  0
PC  ARA  ED35  EE  0  0  0  0  0  0  0 :
PC  ARA  ED35  EL  :  :  :  :  :  :  : :
PC  ARA  ED35  ES  0  0  0  0  0  0  0 :
PC  ARA  ED35  EU27_2020  0  0  0  0  0 : : :
PC  ARA  ED35  EU28 :  0  0 : : : : :
PC  ARA  ED35  FI  :  :  : : : : : :
PC  ARA  ED35  FR  0  0  0  0  0  0  0 :
PC  ARA  ED35  HR  0  0  0  0  0  0  0  0
PC  ARA  ED35  HU  0  0  0  0  0  0  0  0
PC  ARA  ED35  IE : : : : : :  :  0
PC  ARA  ED35  IS  0  0  0  0  0  0  0 :
PC  ARA  ED35  IT  0  0  0  0  0  0  0 :
PC  ARA  ED35  LI  :  :  :  :  :  :  : :
PC  ARA  ED35  LT  0  0  0  0  0  0  0 :
PC  ARA  ED35  LU  0  0  0  0  0  0  0 :
PC  ARA  ED35  LV  0  0  0  0  0  0  0  0
PC  ARA  ED35  MK  :  : :  :  : : : :
PC  ARA  ED35  MT  0.1  0.1  0.1  0  0  0  0 :
PC  ARA  ED35  NL  :  :  :  :  :  :  0 :
PC  ARA  ED35  NO  0  0  0  0  0  0  0 :
PC  ARA  ED35  PL  0  0.1  0  0  0 : : :
PC  ARA  ED35  PT  0  0  0  0  0  0  0  0
PC  ARA  ED35  RO  0  0  0  0  0  0  0  0
