unit  language  isced11  geo\time  2019  2018  2017  2016  2015  2014  2013  2012
NR  HRV  ED2  ES  0  0  0  0  0  0  0 :
NR  HRV  ED2  FI  :  :  :  :  :  :  : :
NR  HRV  ED2  FR  0  0  0  :  :  :  : :
NR  HRV  ED2  HR  0  0  0  0  0  0  0  0
NR  HRV  ED2  HU  1187  1315  1141  1101  1157  1043  1316  1157
NR  HRV  ED2  IE  0  0  0  0  0  0  0  0
NR  HRV  ED2  IS  0  0  0  0  0  0  0 :
NR  HRV  ED2  IT  0  0  0  0  0  0  0 :
NR  HRV  ED2  LI  0  0  0  0  0  0 : :
NR  HRV  ED2  LT  0  0  0  0  0  0  0 :
NR  HRV  ED2  LU  0  0  0  0  0  0  0 :
NR  HRV  ED2  LV  0  0  0  0  0  0  0  0
NR  HRV  ED2  MK  0  0  0  0  0  0  0 :
NR  HRV  ED2  MT  0  0  0  0  0  0  0 :
NR  HRV  ED2  NL  :  :  :  :  :  :  0 :
NR  HRV  ED2  NO  0  0  0  0  0  0  0 :
NR  HRV  ED2  PL  :  :  :  :  :  :  : :
NR  HRV  ED2  PT  0  0  0  0  0  0  0  0
NR  HRV  ED2  RO  0  0  0  0  0  0  0  0
NR  HRV  ED2  RS :  0  0  0  0  0  0 :
NR  HRV  ED2  SE  0  0  0  0  0  0  0 :
NR  HRV  ED2  SI  51  51  76  91  93  162  65 :
NR  HRV  ED2  SK  0  0  0  0  0  0  0 :
NR  HRV  ED3  AT  406  389  282  301  311  371  286  398
NR  HRV  ED3  BE  0  0  0  0  0  0  0 :
NR  HRV  ED3  BE_FRA  :  :  :  :  :  :  : :
NR  HRV  ED3  BE_VLA  0  0  0  0  0  0  0 :
NR  HRV  ED3  BG  0  0  0  0  0  0  0 :
NR  HRV  ED3  CY  0  0  0  0  0  0  0 :
NR  HRV  ED3  CZ  0  0  0  0  0  0  0 :
NR  HRV  ED3  DE  0  0  0  0  0  0  0  0
NR  HRV  ED3  DK  :  :  :  : :  :  :  0
NR  HRV  ED3  EE  0  0  0  0  0  0  0 :
NR  HRV  ED3  EL  :  :  :  :  :  :  : :
NR  HRV  ED3  ES  0  0  0  0  0  0  0 :
NR  HRV  ED3  FI  :  :  :  :  :  :  : :
NR  HRV  ED3  FR  1  1  0  :  :  :  : :
NR  HRV  ED3  HR  0  0  0  0  0  0  0  0
NR  HRV  ED3  HU  469  522  454  228  345  241  423  300
NR  HRV  ED3  IE : : : : : :  0  0
NR  HRV  ED3  IS  0  0  0  0  0  0  0 :
NR  HRV  ED3  IT  0  0  0  0  0  0  0 :
NR  HRV  ED3  LI  0  0  0  0  0  0 : :
NR  HRV  ED3  LT  0  0  0  0  0  0  0 :
NR  HRV  ED3  LU  0  0  0  0  0  0  0 :
NR  HRV  ED3  LV  0  0  0  0  0  0  0  0
NR  HRV  ED3  MK  0  0  0  0  0  0  0 :
NR  HRV  ED3  MT  0  0  0  0  0  0  0 :
NR  HRV  ED3  NL  :  :  :  :  :  :  0 :
NR  HRV  ED3  NO  0  0  0  0  0  0  0 :
NR  HRV  ED3  PL  :  :  :  :  :  :  : :
NR  HRV  ED3  PT  0  0  0  0  0  0  0  0
NR  HRV  ED3  RO  0  0  0  0  0  0  0  0
NR  HRV  ED3  RS :  0  0  0  0  0 : :
NR  HRV  ED3  SE  0  0  0  0  0  0  0 :
NR  HRV  ED3  SI  0  0  0  0  0  0  0 :
NR  HRV  ED3  SK  0  0  0  0  0  0  0 :
NR  HRV  ED34  AT  155  148  173  227  229  268  190  224
NR  HRV  ED34  BE  0  0  0  0  0  0  0 :
NR  HRV  ED34  BE_FRA  :  :  :  :  :  :  : :
NR  HRV  ED34  BE_VLA  0  0  0  0  0  0  0 :
NR  HRV  ED34  BG  0  0  0  0  0  0  0 :
NR  HRV  ED34  CY  0  0  0  0  0  0  0 :
NR  HRV  ED34  CZ  0  0  0  0  0  0  0 :
NR  HRV  ED34  DE  0  0  0  0  0  0  0  0
NR  HRV  ED34  DK  :  :  :  : :  :  :  0
NR  HRV  ED34  EE  0  0  0  0  0  0  0 :
NR  HRV  ED34  EL  :  :  :  :  :  :  : :
NR  HRV  ED34  ES  0  0  0  0  0  0  0 :
NR  HRV  ED34  FI  :  :  :  :  :  :  : :
NR  HRV  ED34  FR  1  1  0  :  :  :  : :
NR  HRV  ED34  HR  0  0  0  0  0  0  0  0
NR  HRV  ED34  HU  381  398  289  228  345  241  423  299
NR  HRV  ED34  IE  8  13  2  2  0  0  0  0
NR  HRV  ED34  IS  0  0  0  0  0  0  0 :
NR  HRV  ED34  IT  0  0  0  0  0  0  0 :
NR  HRV  ED34  LI  0  0  0  0  0  0 : :
NR  HRV  ED34  LT  0  0  0  0  0  0  0 :
NR  HRV  ED34  LU  0  0  0  0  0  0  0 :
NR  HRV  ED34  LV  0  0  0  0  0  0  0  0
NR  HRV  ED34  MK  0  0  0  0  0  0 : :
NR  HRV  ED34  MT  0  0  0  0  0  0  0 :
NR  HRV  ED34  NL  :  :  :  :  :  :  0 :
NR  HRV  ED34  NO  0  0  0  0  0  0  0 :
NR  HRV  ED34  PL  :  :  :  :  :  :  : :
NR  HRV  ED34  PT  0  0  0  0  0  0  0  0
NR  HRV  ED34  RO  0  0  0  0  0  0  0  0
NR  HRV  ED34  RS :  0  0  0  0  0  0 :
NR  HRV  ED34  SE  0  0  0  0  0  0  0 :
NR  HRV  ED34  SI  0  0  0  0  0  0  0 :
NR  HRV  ED34  SK  0  0  0  0  0  0  0 :
NR  HRV  ED34  UK  0  0  0  0 : : : :
NR  HRV  ED35  AT  251  241  109  74  82  103  96  174
NR  HRV  ED35  BE  0  0  0  0  0  0  0 :
NR  HRV  ED35  BE_FRA  :  :  :  :  :  :  : :
NR  HRV  ED35  BE_VLA  0  0  0  0  0  0  0 :
NR  HRV  ED35  BG  0  0  0  0  0  0  0 :
NR  HRV  ED35  CY  0  0  0  0  0  0  0 :
NR  HRV  ED35  CZ  0  0  0  0  0  0  0 :
NR  HRV  ED35  DE  0  0  0  0  0  0  0  0
NR  HRV  ED35  DK  :  :  :  : :  :  :  0
NR  HRV  ED35  EE  0  0  0  0  0  0  0 :
NR  HRV  ED35  EL  :  :  :  :  :  :  : :
NR  HRV  ED35  ES  0  0  0  0  0  0  0 :
NR  HRV  ED35  FI  :  :  :  :  :  :  : :
NR  HRV  ED35  FR  0  0  0  :  :  :  : :
NR  HRV  ED35  HR  0  0  0  0  0  0  0  0
NR  HRV  ED35  HU  88  124  165  0  0  0  0  1
NR  HRV  ED35  IE : : : : : :  :  0
NR  HRV  ED35  IS  0  0  0  0  0  0  0 :
NR  HRV  ED35  IT  0  0  0  0  0  0  0 :
NR  HRV  ED35  LI  0  :  :  :  :  : : :
NR  HRV  ED35  LT  0  0  0  0  0  0  0 :
NR  HRV  ED35  LU  0  0  0  0  0  0  0 :
NR  HRV  ED35  LV  0  0  0  0  0  0  0  0
NR  HRV  ED35  MK  0  0  0  0  0  0 : :
NR  HRV  ED35  MT  0  0  0  0  0  0  0 :
NR  HRV  ED35  NL  :  :  :  :  :  :  0 :
NR  HRV  ED35  NO  0  0  0  0  0  0  0 :
NR  HRV  ED35  PL  :  :  :  :  :  :  : :
NR  HRV  ED35  PT  0  0  0  0  0  0  0  0
NR  HRV  ED35  RO  0  0  0  0  0  0  0  0
NR  HRV  ED35  RS :  0  0  0  0  0  0 :
NR  HRV  ED35  SE  0  0  0  0  0  0  0 :
NR  HRV  ED35  SI  0  0  0  0  0  0  0 :
NR  HRV  ED35  SK  0  0  0  0  0  0  0 :
NR  HUN  ED1  AT  363  350  389  389  585  475  419  416
NR  HUN  ED1  BE  0  0  0  0  0  0  0 :
NR  HUN  ED1  BE_FRA  :  :  :  :  :  :  : :
NR  HUN  ED1  BE_VLA  0  0  0  0  0  0  0 :
NR  HUN  ED1  BG  0  0  0  0  0  0  0 :
NR  HUN  ED1  CY  0  0  0  0  0  0  0 :
NR  HUN  ED1  CZ  0  0  0  0  0  0  0 :
NR  HUN  ED1  DE  0  0  0  0  0  0  0  0
NR  HUN  ED1  DK  :  :  :  : :  :  :  0
NR  HUN  ED1  EE  0  0  0  0  0  0  0 :
NR  HUN  ED1  EL  :  :  :  :  :  :  : :
NR  HUN  ED1  ES  0  0  0  0  0  0  0 :
NR  HUN  ED1  EU27_2020  650  726  713 : : : : :
NR  HUN  ED1  EU28 :  726 : : : : : :
NR  HUN  ED1  FI  :  :  :  :  :  :  : :
NR  HUN  ED1  FR  0  0  0  :  :  :  : :
NR  HUN  ED1  HR  287  376  324  295  280  331  311  278
NR  HUN  ED1  HU  :  :  :  0  0  0  0  115
NR  HUN  ED1  IE  :  :  :  :  :  : :  0
NR  HUN  ED1  IS  0  0  0  0  0  0  0 :
NR  HUN  ED1  IT  0  0  0  0  0  0  0 :
NR  HUN  ED1  LI  0  0  0  0  0  0 : :
NR  HUN  ED1  LT  0  0  0  0  0  0  0 :
NR  HUN  ED1  LU  0  0  0  0  0  0  0 :
NR  HUN  ED1  LV  0  0  0  0  0  0  0  0
NR  HUN  ED1  MK  0  0  0  0  0  0  0 :
NR  HUN  ED1  MT  0  0  0  0  0  0  0 :
NR  HUN  ED1  NL  :  :  :  :  : :  0 :
NR  HUN  ED1  NO  0  0  0  0  0  0  0 :
NR  HUN  ED1  PL  0  0  0  :  :  :  : :
NR  HUN  ED1  PT  0  0  0  0  0  0  0  0
NR  HUN  ED1  RO  0  0  0  0  0  0  0  0
NR  HUN  ED1  RS :  0  0  0  0  0  0 :
NR  HUN  ED1  SE  0  0  0  0  0  0  0 :
NR  HUN  ED1  SI  0  0  0  0  0  0  0 :
NR  HUN  ED1  SK  0  0  0  0  0  0  0 :
NR  HUN  ED2  AT  387  310  362  383  511  640  657  762
NR  HUN  ED2  BE  0  0  0  0  0  0  0 :
NR  HUN  ED2  BE_FRA  :  :  :  :  :  :  : :
NR  HUN  ED2  BE_VLA  0  0  0  0  0  0  0 :
NR  HUN  ED2  BG  0  0  0  0  0  0  0 :
NR  HUN  ED2  CY  0  0  0  0  0  0  0 :
NR  HUN  ED2  CZ  0  0  0  0  0  0  0 :
NR  HUN  ED2  DE  0  0  0  0  0  0  0  0
NR  HUN  ED2  DK  :  :  :  : :  :  :  0
NR  HUN  ED2  EE  0  0  0  0  0  0  0 :
NR  HUN  ED2  EL  :  :  :  :  :  :  : :
NR  HUN  ED2  ES  0  0  0  0  0  0  0 :
NR  HUN  ED2  EU27_2020  692  622  661 : : : : :
NR  HUN  ED2  EU28 :  622 : : : : : :
NR  HUN  ED2  FI  :  :  :  :  :  :  : :
NR  HUN  ED2  FR  0  1  0  :  :  :  : :
NR  HUN  ED2  HR  305  311  299  233  204  334  250  235
NR  HUN  ED2  HU  :  :  :  0  0  0  0  114
NR  HUN  ED2  IE  0  0  0  0  0  0  0  0
NR  HUN  ED2  IS  0  0  0  0  0  0  0 :
NR  HUN  ED2  IT  0  0  0  0  0  0  0 :
NR  HUN  ED2  LI  0  0  0  0  0  0 : :
NR  HUN  ED2  LT  0  0  0  0  0  0  0 :
NR  HUN  ED2  LU  0  0  0  0  0  0  0 :
NR  HUN  ED2  LV  0  0  0  0  0  0  0  0
NR  HUN  ED2  MK  0  0  0  0  0  0  0 :
NR  HUN  ED2  MT  0  0  0  0  0  0  0 :
NR  HUN  ED2  NL  :  :  :  :  :  :  0 :
NR  HUN  ED2  NO  0  0  0  0  0  0  0 :
NR  HUN  ED2  PL  0  0  0  :  :  :  : :
NR  HUN  ED2  PT  0  0  0  0  0  0  0  0
NR  HUN  ED2  RO  0  0  0  0  0  0  0  0
NR  HUN  ED2  RS :  0  0  0  0  0  0 :
NR  HUN  ED2  SE  0  0  0  0  0  0  0 :
NR  HUN  ED2  SI  0  0  0  0  0  0  0 :
NR  HUN  ED2  SK  0  0  0  0  0  0  0 :
NR  HUN  ED3  AT  222  208  221  212  338  420  373  370
NR  HUN  ED3  BE  0  0  0  0  0  0  0 :
NR  HUN  ED3  BE_FRA  :  :  :  :  :  :  : :
NR  HUN  ED3  BE_VLA  0  0  0  0  0  0  0 :
NR  HUN  ED3  BG  0  0  0  0  0  0  0 :
NR  HUN  ED3  CY  0  0  0  0  0  0  0 :
NR  HUN  ED3  CZ  0  0  0  0  0  0  0 :
NR  HUN  ED3  DE  0  0  0  0  0  0  0  0
NR  HUN  ED3  DK  :  :  :  : :  :  :  0
NR  HUN  ED3  EE  0  0  0  0  0  0  0 :
NR  HUN  ED3  EL  :  :  :  :  :  :  : :
NR  HUN  ED3  ES  0  0  0  0  0  0  0 :
NR  HUN  ED3  EU27_2020  566  217  523 : : : : :
NR  HUN  ED3  EU28 :  217 : : : : : :
NR  HUN  ED3  FI  :  :  :  :  :  :  : :
NR  HUN  ED3  FR  5  5  6  :  :  :  : :
NR  HUN  ED3  HR  0  0  0  0  0  0  0  0
NR  HUN  ED3  HU  :  :  :  0  0  0  0  247
NR  HUN  ED3  IE : : : : : :  114  7
NR  HUN  ED3  IS  0  0  0  0  0  0  0 :
NR  HUN  ED3  IT  0  0  0  0  0  0  0 :
NR  HUN  ED3  LI  0  0  0  0  0  0 : :
NR  HUN  ED3  LT  0  0  0  0  0  0  0 :
NR  HUN  ED3  LU  0  0  0  0  0  0  0 :
NR  HUN  ED3  LV  0  0  0  0  0  0  0  0
NR  HUN  ED3  MK  0  0  0  0  0  0  0 :
NR  HUN  ED3  MT  0  0  0  0  0  0  0 :
NR  HUN  ED3  NL  :  :  :  :  :  :  0 :
NR  HUN  ED3  NO  0  0  0  0  0  0  0 :
NR  HUN  ED3  PL  0  0  0  :  :  :  : :
NR  HUN  ED3  PT  0  0  0  0  0  0  0  0
NR  HUN  ED3  RO  0  0  0  0  0  0  0  0
NR  HUN  ED3  RS :  0  0  0  0  0 : :
NR  HUN  ED3  SE  1  4  4  8  0  1  14 :
NR  HUN  ED3  SI  338  0  292  223  81  0  0 :
NR  HUN  ED3  SK  0  0  0  0  0  0  0 :
NR  HUN  ED34  AT  99  86  86  74  161  204  119  93
NR  HUN  ED34  BE  0  0  0  0  0  0  0 :
NR  HUN  ED34  BE_FRA  :  :  :  :  :  :  : :
NR  HUN  ED34  BE_VLA  0  0  0  0  0  0  0 :
NR  HUN  ED34  BG  0  0  0  0  0  0  0 :
NR  HUN  ED34  CY  0  0  0  0  0  0  0 :
NR  HUN  ED34  CZ  0  0  0  0  0  0  0 :
NR  HUN  ED34  DE  0  0  0  0  0  0  0  0
NR  HUN  ED34  DK  :  :  :  : :  :  :  0
NR  HUN  ED34  EE  0  0  0  0  0  0  0 :
NR  HUN  ED34  EL  :  :  :  :  :  :  : :
NR  HUN  ED34  ES  0  0  0  0  0  0  0 :
NR  HUN  ED34  EU27_2020  172  103  164 : : : : :
NR  HUN  ED34  EU28  172  103  164 : : : : :
NR  HUN  ED34  FI  :  :  :  :  :  :  : :
NR  HUN  ED34  FR  5  5  6  :  :  :  : :
NR  HUN  ED34  HR  0  0  0  0  0  0  0  0
NR  HUN  ED34  HU  :  :  :  0  0  0  0  97
NR  HUN  ED34  IE  7  9  6  7  3  6  114  4
NR  HUN  ED34  IS  0  0  0  0  0  0  0 :
NR  HUN  ED34  IT  0  0  0  0  0  0  0 :
NR  HUN  ED34  LI  0  0  0  0  0  0 : :
NR  HUN  ED34  LT  0  0  0  0  0  0  0 :
NR  HUN  ED34  LU  0  0  0  0  0  0  0 :
NR  HUN  ED34  LV  0  0  0  0  0  0  0  0
NR  HUN  ED34  MK  0  0  0  0  0  0 : :
NR  HUN  ED34  MT  0  0  0  0  0  0  0 :
NR  HUN  ED34  NL  :  :  :  :  :  :  0 :
NR  HUN  ED34  NO  0  0  0  0  0  0  0 :
NR  HUN  ED34  PL  0  0  0  :  :  :  : :
NR  HUN  ED34  PT  0  0  0  0  0  0  0  0
NR  HUN  ED34  RO  0  0  0  0  0  0  0  0
NR  HUN  ED34  RS :  0  0  0  0  0  0 :
NR  HUN  ED34  SE  1  3  4  6  0  0  12 :
NR  HUN  ED34  SI  60  0  62  70  81  0  0 :
NR  HUN  ED34  SK  0  0  0  0  0  0  0 :
NR  HUN  ED34  UK  0  0  0  0 : : : :
NR  HUN  ED35  AT  123  122  135  138  177  216  254  277
NR  HUN  ED35  BE  0  0  0  0  0  0  0 :
NR  HUN  ED35  BE_FRA  :  :  :  :  :  :  : :
NR  HUN  ED35  BE_VLA  0  0  0  0  0  0  0 :
NR  HUN  ED35  BG  0  0  0  0  0  0  0 :
NR  HUN  ED35  CY  0  0  0  0  0  0  0 :
NR  HUN  ED35  CZ  0  0  0  0  0  0  0 :
NR  HUN  ED35  DE  0  0  0  0  0  0  0  0
NR  HUN  ED35  DK  :  :  :  : :  :  :  0
NR  HUN  ED35  EE  0  0  0  0  0  0  0 :
NR  HUN  ED35  EL  :  :  :  :  :  :  : :
NR  HUN  ED35  ES  0  0  0  0  0  0  0 :
NR  HUN  ED35  EU27_2020  401  123  365 : : : : :
NR  HUN  ED35  FI  :  :  :  :  :  :  : :
NR  HUN  ED35  FR  0  0  0  :  :  :  : :
NR  HUN  ED35  HR  0  0  0  0  0  0  0  0
NR  HUN  ED35  HU  :  :  :  0  0  0  0  150
NR  HUN  ED35  IE : : : : : :  :  3
NR  HUN  ED35  IS  0  0  0  0  0  0  0 :
NR  HUN  ED35  IT  0  0  0  0  0  0  0 :
NR  HUN  ED35  LI  0  :  :  :  :  : : :
NR  HUN  ED35  LT  0  0  0  0  0  0  0 :
NR  HUN  ED35  LU  0  0  0  0  0  0  0 :
NR  HUN  ED35  LV  0  0  0  0  0  0  0  0
NR  HUN  ED35  MK  0  0  0  0  0  0 : :
NR  HUN  ED35  MT  0  0  0  0  0  0  0 :
NR  HUN  ED35  NL  :  :  :  :  :  :  0 :
NR  HUN  ED35  NO  0  0  0  0  0  0  0 :
NR  HUN  ED35  PL  0  0  0  :  :  :  : :
NR  HUN  ED35  PT  0  0  0  0  0  0  0  0
NR  HUN  ED35  RO  0  0  0  0  0  0  0  0
NR  HUN  ED35  RS :  0  0  0  0  0  0 :
NR  HUN  ED35  SE  0  1  0  2  0  1  2 :
NR  HUN  ED35  SI  278  0  230  153  0  0  0 :
NR  HUN  ED35  SK  0  0  0  0  0  0  0 :
NR  ITA  ED1  AT  294  380  330  345  588  630  731  595
NR  ITA  ED1  BE  0  1  0  0  0  0  0 :
NR  ITA  ED1  BE_FRA  :  :  :  :  :  :  : :
NR  ITA  ED1  BE_VLA  0  1  0  0  0  0  0 :
NR  ITA  ED1  BG  501  519  368  476  499  253  481 :
NR  ITA  ED1  CY  123  117  99  102  108  0  126 :
NR  ITA  ED1  CZ  93  71  44  19  0  0  0 :
NR  ITA  ED1  DE  121  91  151  139  151  119  131  412
NR  ITA  ED1  DK  :  :  :  : :  :  :  0
NR  ITA  ED1  EE  0  14  0  18  0  0  0 :
NR  ITA  ED1  EL  0  0  0  0  0  :  : :
NR  ITA  ED1  ES  1351  1352  1035  892  880  2326  801 :
NR  ITA  ED1  EU27_2020  29229  40069  39261  30822  32925  30504  29298 :
NR  ITA  ED1  EU28 :  83147.2 : : : : : :
NR  ITA  ED1  FI  0  0  0  0  :  0  0 :
NR  ITA  ED1  FR  15863  26391  26391  18247  20852  17778  17828 :
NR  ITA  ED1  HR  8332  8364  8261  8213  8233  8003  8221  7888
NR  ITA  ED1  HU  247  191  226  178  212  210  219  241
NR  ITA  ED1  IE  :  :  :  :  :  : : :
NR  ITA  ED1  IS  0  0  0  0  0  0  0 :
NR  ITA  ED1  IT  0  :  0  0  0  0  0 :
NR  ITA  ED1  LI  0  0  0  0  0  0 : :
NR  ITA  ED1  LT  0  0  0  0  0  0  0 :
NR  ITA  ED1  LU  0  0  0  0  0  0  0 :
NR  ITA  ED1  LV  0  19  0  0  7  4  4  0
NR  ITA  ED1  MK  0  0  0  0  0  0  0 :
NR  ITA  ED1  MT  513  504  421  353  295  373  438 :
NR  ITA  ED1  NL  379  336  341  315  300 :  0 :
NR  ITA  ED1  NO  0  0  0  0  0  0  0 :
NR  ITA  ED1  PL  715  827  992  784  95  350  168 :
NR  ITA  ED1  PT  0  0  0  0  0  0  0  0
NR  ITA  ED1  RO  623  821  541  690  656  417  448  235
NR  ITA  ED1  RS :  1  1  1  14  14  0 :
NR  ITA  ED1  SE  39  31  25  11  12  15  9 :
NR  ITA  ED1  SI  0  0  0  0  0  0  0 :
NR  ITA  ED1  SK  35  40  36  40  37  26  13 :
NR  ITA  ED2  AT  6856  6888  7002  6738  7106  7962  8033  8570
NR  ITA  ED2  BE  0  0  0  0  0  0  0 :
NR  ITA  ED2  BE_FRA  :  :  :  :  :  :  : :
NR  ITA  ED2  BE_VLA  0  0  0  0  0  0  0 :
NR  ITA  ED2  BG  634  999  713  849  1856  890  1115 :
NR  ITA  ED2  CY  279  258  257  73  268  53  253 :
NR  ITA  ED2  CZ  327  298  288  248  221  188  226 :
NR  ITA  ED2  DE  15471.1  14886.7  14990.7  14758.4  14937.7  15512.9  15882.7  21402.5
NR  ITA  ED2  DK  :  :  :  : :  :  :  0
NR  ITA  ED2  EE  21  17  22  6  0  0  0 :
NR  ITA  ED2  EL  3294  2147  1149  165  1552  2642  4196 :
NR  ITA  ED2  ES  1409  1287  1567  1753  1760  3250  1961 :
NR  ITA  ED2  EU27_2020  207560.1  201226.7  199194.7  163416.4  167840  171140.9  171627.7 :
NR  ITA  ED2  EU28 :  274761 : : : : : :
NR  ITA  ED2  FI  75  138  114  135  194  142  67 :
NR  ITA  ED2  FR  146830  140848  138180  102072  103583  102777  101245 :
NR  ITA  ED2  HR  16209  17004  17650  18112  18036  19182  19049  18669
NR  ITA  ED2  HU  483  453  354  413  380  461  463  518
NR  ITA  ED2  IE  1192  1269  1087  1482  1625  1416  1890  1977
NR  ITA  ED2  IS  0  0  0  0  0  0  0 :
NR  ITA  ED2  IT  0  :  0  0  0  0  0 :
NR  ITA  ED2  LI  0  0  0  0  0  0 : :
NR  ITA  ED2  LT  10  22  1  2  35  50  52 :
NR  ITA  ED2  LU  0  0  0  0  0  0  0 :
NR  ITA  ED2  LV  0  4  13  7  6  5  0  0
NR  ITA  ED2  MK  0  0  0  0  1498  1424  1267 :
NR  ITA  ED2  MT  7078  7017  7104  7295  7092  7660  8418 :
NR  ITA  ED2  NL  :  :  :  :  :  :  0 :
NR  ITA  ED2  NO  24  20  36  92  37  34  6 :
NR  ITA  ED2  PL  3539  4102  4917  4895  4649  4162  3925 :
NR  ITA  ED2  PT  0  0  0  0  0  0  0  0
NR  ITA  ED2  RO  2753  2502  2485  2817  2794  2878  2810  2907
NR  ITA  ED2  RS :  11930  12793  13356  14324  14324  14015 :
NR  ITA  ED2  SE  112  114  145  114  208  190  264 :
NR  ITA  ED2  SI  781  781  1005  1303  1330  1508  1550 :
NR  ITA  ED2  SK  207  192  151  179  207  212  228 :
NR  ITA  ED3  AT  30728  30563  31030  32282  33289  34440  33559  33680
NR  ITA  ED3  BE  762  535  738  684  628  636  591 :
NR  ITA  ED3  BE_FRA  657  454  666  623  587  636  568 :
NR  ITA  ED3  BE_VLA  105  81  72  61  41  0  23 :
NR  ITA  ED3  BG  3722  3590  3517  4311  4150  4450  4075 :
NR  ITA  ED3  CY  473  544  2143  4025  4392  4319  5527 :
NR  ITA  ED3  CZ  830  747  747  740  713  658  644 :
NR  ITA  ED3  DE  28695.2  29529  34233  32522.5  34776.5  34374.6  38593.1  40495.1
NR  ITA  ED3  DK  780  884  982  1133  990  990  1034  875
NR  ITA  ED3  EE  79  59  34  46  39  126  163 :
NR  ITA  ED3  EL  0  0  51  0  50  763  157 :
NR  ITA  ED3  ES  2611  2544  3170  2449  1638  2278  2759 :
NR  ITA  ED3  EU27_2020  282000.2  284320  292168  292065.5  293326  296652.6  305751.1 :
NR  ITA  ED3  EU28 :  296986.7 : : : : : :
NR  ITA  ED3  FI  896  1041  1122  1262  1419  1761  1850 :
NR  ITA  ED3  FR  138363  140464  139954  135130  130864  129508  129075 :
NR  ITA  ED3  HR  19773  20798  21661  22884  24936  25467  25338  25246
NR  ITA  ED3  HU  13211  12485  11810  12043  13210  14367  15209  16328
NR  ITA  ED3  IE : : : : : :  2421  2572
NR  ITA  ED3  IS  103  128  117  109  138  66  95 :
NR  ITA  ED3  IT  0  :  0  0  0  0  0 :
NR  ITA  ED3  LI  0  0  0  0  0  0 : :
NR  ITA  ED3  LT  24  41  46  41  27  62  140 :
NR  ITA  ED3  LU  78  78  71  92  91  95  99 :
NR  ITA  ED3  LV  49  34  26  0  0  40  0  14
NR  ITA  ED3  MK  1327  1332  1571  :  2024  2084  1981 :
NR  ITA  ED3  MT  4687  4952  4851  5243  5607  6293  6540 :
NR  ITA  ED3  NL  :  :  :  :  :  :  0 :
NR  ITA  ED3  NO  513  554  591  586  516  540  489 :
NR  ITA  ED3  PL  17511  16229  16077  16039  14814  13412  13403 :
NR  ITA  ED3  PT  0  0  0  0  0  0  0  0
NR  ITA  ED3  RO  7958  8175  7945  7909  8446  8808  9119  8922
NR  ITA  ED3  RS :  5654  5835  5819  5118  5118 : :
NR  ITA  ED3  SE  2177  2205  2413  2665  3151  2947  4146 :
NR  ITA  ED3  SI  7028  7219  7940  8676  8201  8710  8821 :
NR  ITA  ED3  SK  1565  1604  1607  1889  1894  2148  2488 :
NR  ITA  ED34  AT  16061  15366  15495  16508  16807  17156  16169  14647
NR  ITA  ED34  BE  752  524  711  659  605  623  579 :
NR  ITA  ED34  BE_FRA  656  443  665  619  576  623  556 :
NR  ITA  ED34  BE_VLA  96  81  46  40  29  0  23 :
NR  ITA  ED34  BG  2669  2286  2434  3068  2848  3191  2696 :
NR  ITA  ED34  CY  473  544  2143  4025  4392  4319  5527 :
NR  ITA  ED34  CZ  191  174  211  182  205  198  211 :
NR  ITA  ED34  DE  28498.3  29348.2  34000.4  32127.6  34544  34153.9  38148.2  39936.6
NR  ITA  ED34  DK  780  884  982  1133  990  990  1034  875
NR  ITA  ED34  EE  79  59  22  18  1  40  69 :
NR  ITA  ED34  EL  0  0  51  0  50  629  157 :
NR  ITA  ED34  ES  2611  2544  3170  2449  1638  2245  2756 :
NR  ITA  ED34  EU27_2020  235904.3  237250.2  244564.4  242364.6  243008  244177.9  249561.2 :
NR  ITA  ED34  EU28  248952.7  249916.9  257819.4 : : : : :
NR  ITA  ED34  FI  867  997  1055  1178  1309  1630  1696 :
NR  ITA  ED34  FR  126771  128783  128254  123366  119560  117675  116819 :
NR  ITA  ED34  HR  10332  10683  11226  11660  12537  13248  13310  13529
NR  ITA  ED34  HU  13020  12435  11790  12017  13159  14267  15014  16002
NR  ITA  ED34  IE  2653  3053  3067  3122  2786  2171  2421  1770
NR  ITA  ED34  IS  102  127  116  108  135  64  92 :
NR  ITA  ED34  IT  0  :  0  0  0  0  0 :
NR  ITA  ED34  LI  0  0  0  0  0  0 : :
NR  ITA  ED34  LT  24  41  46  41  27  62  140 :
NR  ITA  ED34  LU  54  54  61  83  81  84  82 :
NR  ITA  ED34  LV  25  17  5  0  0  21  0  0
NR  ITA  ED34  MK  1327  1332  1571  1852  2024  2084 : :
NR  ITA  ED34  MT  4519  4765  4709  5232  5607  6293  6540 :
NR  ITA  ED34  NL  :  :  :  :  :  :  0 :
NR  ITA  ED34  NO  513  551  591  586  516  540  489 :
NR  ITA  ED34  PL  15187  14167  14345  14560  13581  12158  12155 :
NR  ITA  ED34  PT  0  0  0  0  0  0  0  0
NR  ITA  ED34  RO  4851  4857  4745  4531  4763  5485  5288  4570
NR  ITA  ED34  RS :  3353  3236  3302  2485  2412  2082 :
NR  ITA  ED34  SE  2142  2150  2336  2627  3105  2902  3959 :
NR  ITA  ED34  SI  2713  2816  2993  2989  3558  3700  3788 :
NR  ITA  ED34  SK  632  703  713  789  855  937  1003 :
